,Unnamed: 0,Unnamed: 0.1,casenumber,counts,day,hour,lat,location,lon,minute,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year
5660,5647,5634.0,2018-00002020,1,6,17,41.8126014,32 Viola St,-71.4519071,21,1,Burglary,2018-01-06 17:21:00,TManzotti,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018
5661,5648,5635.0,2018-00500015,1,6,17,41.8210837,149 Almy St,-71.43356949999998,11,1,Larceny from Motor Vehicle,2018-01-06 17:11:42,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018
5662,5649,5636.0,2018-00500016,1,6,16,41.8184850612245,3 Bell St,-71.4356438163265,17,1,"Larceny, Other",2018-01-06 16:17:34,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5663,5650,5637.0,2018-00001967,1,6,15,41.820598499999996,67 Hope St,-71.3955934,12,1,Municipal Code Violation,2018-01-06 15:12:00,GSion,Sec. 23-13. ,Removal of snow--Required.,2018
5664,5651,5638.0,2018-00001945,0,6,14,41.78603,30 Verndale Ave,-71.406441,8,1,Lost Article,2018-01-06 14:08:00,ITavarez,Not Used,No violations,2018
5665,5652,5639.0,2018-00001940,1,6,13,41.8455436,51 Silver Spring St,-71.416108,53,1,"Larceny, Other",2018-01-06 13:53:00,IYousif,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5666,5653,5640.0,2018-00001936,1,6,13,41.8013158178224,49 Massie Ave,-71.4168916575953,47,1,Disorderly Conduct,2018-01-06 13:47:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018
5667,5654,5641.0,2018-00001922,1,6,12,41.8376096,659 Smith St,-71.4329426,47,1,"Fraud, Swindle",2018-01-06 12:47:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018
5668,5655,5642.0,2018-00001923,0,6,12,41.8080193,109 Wesleyan Ave,-71.4220652,45,1,Houese Fire,2018-01-06 12:45:26,KWigginton,Not Used,No violations,2018
5669,5656,5643.0,2018-00001918,1,6,12,41.8000235,863 Broad St,-71.41769120000002,32,1,"Larceny, Other",2018-01-06 12:32:00,ADeschamps,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5670,5657,5644.0,2018-00001909,1,6,12,41.8066212467865,17 Mt Vernon St,-71.41696309062159,4,1,Burglary,2018-01-06 12:04:09,CKennedy,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018
5671,5658,5645.0,2018-00001902,1,6,11,41.8080133,202 Progress Ave,-71.45041009999998,55,1,Burglary,2018-01-06 11:55:58,JKane,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018
5672,5659,5646.0,2018-00500018,1,6,11,41.8176073,865 Westminster St,-71.42251490000002,37,1,"Larceny, Other",2018-01-06 11:37:57,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5673,5660,5647.0,2018-00001894,1,6,11,41.81100900000001,63 Elmwood Ave,-71.42362920000002,33,1,"Assault, Simple",2018-01-06 11:33:00,LFernandez,11-5-3,SIMPLE ASSAULT/BATTERY,2018
5674,5661,5648.0,2018-00001879,1,6,9,41.8080816,207 Union Ave,-71.44364990000003,54,1,Larceny from Motor Vehicle,2018-01-06 09:54:24,LSalinaro,11-41-1,LARCENY/O $1500 - FROM MV,2018
5675,5662,5649.0,2018-00001874,1,6,9,41.806304,554 Union Ave,-71.456976,49,1,"Larceny, Other",2018-01-06 09:49:38,JKane,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5676,5663,5650.0,2018-00001863,0,6,8,,Delaine S At Appleton St ,,52,1,Auto Towed,2018-01-06 08:52:47,LSalinaro,Not Used,Parking or MV Violation,2018
5677,5664,5651.0,2018-00001860,0,6,8,41.83905466666671,13 Malbone St,-71.4282376666667,42,1,Request for Assistance,2018-01-06 08:42:00,EPedchenko,Not Used,No violations,2018
5678,5665,5652.0,2018-00001841,1,6,7,41.818080200000004,314 Lowell Ave,-71.4610036,20,1,Vandalism,2018-01-06 07:20:00,MMaycock,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
5679,5666,5653.0,2018-00001835,1,6,6,41.814712,1 Globe St,-71.405509,37,1,"Assault, Aggravated",2018-01-06 06:37:57,TRose,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018
5680,5667,5654.0,2018-00001837,1,6,6,41.8119692603118,33 Chapin Ave,-71.43238786670891,33,1,Larceny from Motor Vehicle,2018-01-06 06:33:26,LFernandez,11-41-1,LARCENY/U $1500 - FROM MV,2018
5681,5668,5655.0,2018-00001815,1,6,4,,4 Cathedral Sq,,43,1,RI Statute Violation,2018-01-06 04:43:50,ADaCruz,12-29-4,VIOLATION -NO CONTACT ORDER,2018
5682,5669,5656.0,2018-00001815,1,6,4,,4 Cathedral Sq,,43,1,"Assault, Simple",2018-01-06 04:43:50,ADaCruz,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5683,5670,5657.0,2018-00001800,0,6,3,41.846656599999996,29 Sandringham Ave,-71.4363073,17,1,Request for Assistance,2018-01-06 03:17:00,TCalandra,Not Used,No violations,2018
5684,5671,5658.0,2018-00001781,0,6,2,41.842371,361 Charles St,-71.417815,13,1,Property Damage,2018-01-06 02:13:00,PHourahan,Not Used,No violations,2018
5685,5672,5659.0,2018-00001771,1,6,1,41.818517299999996,65 Manton Ave,-71.4445704,39,1,Traffic Violation,2018-01-06 01:39:00,RMalloy,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
5686,5673,5660.0,2018-00001771,1,6,1,41.818517299999996,65 Manton Ave,-71.4445704,39,1,Warrant\Capias,2018-01-06 01:39:00,RMalloy,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018
5687,5674,5661.0,2018-00001769,1,6,1,,Douglas Aveatalmy St ,,36,1,Traffic Violation,2018-01-06 01:36:00,TCalandra,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
5688,5675,5662.0,2018-00001753,0,6,0,41.821250899999995,136 Knight St,-71.43037629999998,41,1,Missing Persons,2018-01-06 00:41:00,Central Station,Not Used,No violations,2018
5689,5676,5663.0,2018-00001744,1,6,0,41.8411699836066,92 Printery St ,-71.40997642622949,5,1,Weapons,2018-01-06 00:05:00,BMurphy,11-47-5.2,POSSESSION OF A STOLEN FIREARM,2018
5690,5677,5664.0,2018-00001744,1,6,0,41.8411699836066,92 Printery St ,-71.40997642622949,5,1,Weapons,2018-01-06 00:05:00,BMurphy,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,2018
5691,5678,5665.0,2018-00001740,0,5,23,41.842723,48 June ,-71.4242598571429,36,1,Missing Persons,2018-01-05 23:36:00,EChabot,Not Used,No violations,2018
5692,5679,5666.0,2018-00001728,0,5,23,41.8536621,939 Douglas Ave,-71.43751429999998,11,1,Missing Persons,2018-01-05 23:11:00,Central Station,Not Used,No violations,2018
5693,5680,5667.0,2018-00001709,1,5,21,41.8066143,257 Allens Ave,-71.403616,48,1,"Assault, Simple",2018-01-05 21:48:00,PHourahan,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5694,5681,5668.0,2018-00001694,1,5,20,,N  Main St At Cady St,,53,1,Vandalism,2018-01-05 20:53:00,NField,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
5695,5682,5669.0,2018-00001694,1,5,20,,N  Main St At Cady St,,53,1,Larceny from Motor Vehicle,2018-01-05 20:53:00,NField,11-41-1,LARCENY/U $1500 - FROM MV,2018
5696,5683,5670.0,2018-00001691,1,5,20,41.8462554959921,333 W  River St,-71.4130261636175,45,1,"Larceny, Shoplifting",2018-01-05 20:45:00,EBreault,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018
5697,5684,5671.0,2018-00001680,1,5,20,,S Main St At James St,,14,1,Vandalism,2018-01-05 20:14:00,GSion,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
5698,5685,5672.0,2018-00001680,1,5,20,,S Main St At James St,,14,1,Larceny from Motor Vehicle,2018-01-05 20:14:00,GSion,11-41-1,LARCENY/O $1500 - FROM MV,2018
5699,5686,5673.0,2018-00001678,1,5,20,41.8378646888326,415 Mt Pleasant Ave,-71.4511974303527,6,1,Traffic Violation,2018-01-05 20:06:00,GScarcello,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
5700,5687,5674.0,2018-00001669,1,5,19,41.846133,400 Admiral St,-71.429921,42,1,Robbery,2018-01-05 19:42:45,VPazzetta,11-39-1,ROBBERY-2ND DEGREE,2018
5701,5688,5675.0,2018-00001663,1,5,19,41.8082974,192 Rhodes St,-71.40653640000002,34,1,"Assault, Simple",2018-01-05 19:34:00,Central Station,11-5-3,SIMPLE ASSAULT/BATTERY,2018
5702,5689,5676.0,2018-00001647,0,5,18,41.809881,485 Cranston St,-71.4333359,52,1,Medical Aid,2018-01-05 18:52:00,LPelaez,Not Used,No violations,2018
5703,5690,5677.0,2018-00001635,1,5,18,41.8233695,342 Manton Ave,-71.45147779999998,35,1,"Larceny, Other",2018-01-05 18:35:00,MCamardo,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5704,5691,5678.0,2018-00001623,1,5,18,41.8561415,505 Silver Spring St,-71.4105485,19,1,Traffic Violation,2018-01-05 18:19:00,JLopes,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
5705,5692,5679.0,2018-00001623,1,5,18,41.8561415,505 Silver Spring St,-71.4105485,19,1,DUI,2018-01-05 18:19:00,JLopes,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018
5706,5693,5680.0,2018-00500013,1,5,17,41.7885045,1000 Elmwood Ave,-71.4164843891566,41,1,Larceny from Motor Vehicle,2018-01-05 17:41:38,RPapa,11-41-1,LARCENY/U $1500 - FROM MV,2018
5707,5694,5681.0,2018-00500012,1,5,17,41.8402325,216 Oakland Ave,-71.4291067,34,1,Larceny from Motor Vehicle,2018-01-05 17:34:03,RPapa,11-41-1,LARCENY/U $1500 - FROM MV,2018
5708,5695,5682.0,2018-00500011,1,5,17,41.82021810000001,64 Furnace St,-71.3908514,12,1,"Larceny, Other",2018-01-05 17:12:07,RPapa,11-41-1,LARCENY/U $1500 - OTH LAR,2018
5709,5696,5683.0,2018-00500010,1,5,16,41.82021810000001,64 Furnace St,-71.3908514,52,1,Vandalism,2018-01-05 16:52:38,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
5710,5697,5684.0,2018-00001557,0,5,15,41.8095167,496 Cranston St,-71.43320250000002,56,1,Request for Assistance,2018-01-05 15:56:00,LPelaez,Not Used,No violations,2018
5711,5698,5685.0,2018-00001553,0,5,15,41.846159399723,24 Tappan St,-71.42720299674359,51,1,Missing Persons,2018-01-05 15:51:00,Central Station,Not Used,No violations,2018
5712,5699,5686.0,2018-00001548,1,5,15,41.8486374,754 River Ave,-71.43919890000002,40,1,Burglary,2018-01-05 15:40:00,SMarmas,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018
5713,5700,5687.0,2018-00001545,1,5,15,41.821406056167,39 Curtis St,-71.44923383321691,21,1,Motor Vehicle Theft,2018-01-05 15:21:00,MCamardo,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
5714,5701,5688.0,2018-00500009,1,5,14,41.85124116201529,87 5Th St,-71.3984527896078,34,1,"Larceny, Other",2018-01-05 14:34:37,RPapa,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5715,5702,5689.0,2018-00001523,1,5,14,41.83297320000001,34 Benefit St,-71.4100508,21,1,Motor Vehicle Theft,2018-01-05 14:21:45,RKing,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
5716,5703,5690.0,2018-00001521,1,5,14,41.8071876,245 Allens Ave,-71.4039146,21,1,Larceny from Building,2018-01-05 14:21:00,Central Station,11-41-1,LARCENY/O $1500 - FROM BLD,2018
5717,5704,5691.0,2018-00001514,1,5,13,41.8420451,1 Magellan St,-71.3870593,52,1,"Larceny, Other",2018-01-05 13:52:26,WMann,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018
5718,5705,5692.0,2018-00001509,2,5,13,41.843787,387 Charles St,-71.4174252,28,1,Larceny from Motor Vehicle,2018-01-05 13:28:00,MMoonan,11-41-1,LARCENY/U $1500 - FROM MV,2018
5719,5706,5693.0,2018-00001507,1,5,13,41.807465060606106,234 Union Ave,-71.4447957878788,24,1,Embezzelment,2018-01-05 13:24:00,Central Station,11-41-12,FRAUDULENT CONVERSION BY AGENT OR FACTOR,2018
5720,5707,5694.0,2018-00001502,1,5,13,41.8131029,116 Webster Ave,-71.45022270000003,6,1,RI Statute Violation,2018-01-05 13:06:12,LSalinaro,11-59-3,VIOLATION OF RESTRAINING ORDER,2018
5721,5708,5695.0,2018-00001496,1,5,12,41.8106751428571,14 Wallace St,-71.44343928571429,45,1,Larceny from Building,2018-01-05 12:45:00,Central Station,11-41-1,LARCENY/U $1500 - FROM BLD,2018
5722,5709,5696.0,2018-00001486,2,5,12,41.8454554,31 Grape St,-71.430021,16,1,Drug Offenses,2018-01-05 12:16:00,LCastro,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018
5723,5710,5697.0,2018-00001483,1,5,12,41.807928666666704,269 Pocasset Ave,-71.4561763333333,8,1,Burglary,2018-01-05 12:08:22,JKane,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,2018
5724,5711,5698.0,2018-00001477,1,5,11,41.8328768,295 Academy Ave,-71.4441032,46,1,"Larceny, Other",2018-01-05 11:46:00,JAndrade,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5725,5712,5699.0,2018-00001468,1,5,11,41.8320071,1030 Chalkstone Ave,-71.4419467,20,1,Larceny from Motor Vehicle,2018-01-05 11:20:00,JAndrade,11-41-1,LARCENY/U $1500 - FROM MV,2018
5726,5713,5700.0,2018-00001458,1,5,11,41.8081039,137 Bellevue Ave,-71.43031429999998,4,1,Vandalism,2018-01-05 11:04:28,TGomes,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
5727,5714,5701.0,2018-00001455,1,5,10,41.8236164,338 Atwells Ave,-71.4272333,59,1,Burglary,2018-01-05 10:59:00,JRodrigues,11-8-1,BURGLARY,2018
5728,5715,5702.0,2018-00001457,1,5,10,41.8362222400876,541 Smith St ,-71.42868807895759,55,1,"Assault, Simple",2018-01-05 10:55:51,EPedchenko,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5729,5716,5703.0,2018-00001450,0,5,10,41.8410395,62 Clarendon Ave,-71.38672240000002,38,1,Alarm-Residental,2018-01-05 10:38:00,WMann,Not Used,No violations,2018
5730,5717,5704.0,2018-00001447,1,5,10,41.854538,1 Peter Pan Way ,-71.405505,23,1,Disorderly Conduct,2018-01-05 10:23:08,WHutchinson,11-45-1,DISORDERLY CONDUCT,2018
5731,5718,5705.0,2018-00001444,1,5,10,,S  Water St At Wickenden St,,20,1,Traffic Violation,2018-01-05 10:20:00,JAnnis,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
5732,5719,5706.0,2018-00001441,0,5,10,41.806442600000004,128 Prudence Ave,-71.459202,1,1,Property Damage,2018-01-05 10:01:59,JKane,Not Used,No violations,2018
5733,5720,5707.0,2018-00001435,1,5,9,41.81012910000001,187 Pocasset Ave,-71.45480649999998,49,1,Larceny from Motor Vehicle,2018-01-05 09:49:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018
5734,5721,5708.0,2018-00001427,0,5,9,,Oak St At Service 1 Rd,,9,1,Auto Towed,2018-01-05 09:09:38,JDalton,Not Used,Parking or MV Violation,2018
5735,5722,5709.0,2018-00001422,0,5,8,41.8122591,50 Pocasset Ave,-71.4493035,48,1,Disturbance,2018-01-05 08:48:41,LSalinaro,Not Used,No violations,2018
5736,5723,5710.0,2018-00001412,0,5,8,,Chalkstone Ave At Academy Ave,,14,1,Disturbance,2018-01-05 08:14:00,JAndrade,Not Used,No violations,2018
5737,5724,5711.0,2018-00001411,1,5,8,,1 Regency Plz,,14,1,Larceny from Motor Vehicle,2018-01-05 08:14:00,GSlater,11-41-1,LARCENY/U $1500 - FROM MV,2018
5738,5725,5712.0,2018-00001381,1,5,5,41.8247390465116,733 Atwells Ave,-71.4411472790698,54,1,Larceny from Motor Vehicle,2018-01-05 05:54:33,JCotugno,11-41-1,LARCENY/O $1500 - FROM MV,2018
5739,5726,5713.0,2018-00001361,1,5,1,41.914388,500 Broad St,-71.399277,3,1,Burglary,2018-01-05 01:03:00,PSalmons,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,2018
5740,5727,5714.0,2018-00001329,1,4,21,41.8576590253864,33 Nellie St,-71.4121728611822,58,1,RI Statute Violation,2018-01-04 21:58:00,MRousseau,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,2018
5741,5728,5715.0,2018-00001308,1,4,20,41.8061917,306 Public St,-71.41099090000002,47,1,"Larceny, Other",2018-01-04 20:47:00,ASchneider,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5742,5729,5716.0,2018-00001282,1,4,18,41.8137766,425 Plainfield St,-71.4525725,31,1,Motor Vehicle Theft,2018-01-04 18:31:00,MCamardo,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
5743,5730,5717.0,2018-00001261,1,4,17,41.8204549,129 Almy St,-71.4333058,27,1,Motor Vehicle Theft,2018-01-04 17:27:00,MVittorioso,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
5744,5731,5718.0,2018-00001261,1,4,17,41.8204549,129 Almy St,-71.4333058,27,1,Warrant\Capias,2018-01-04 17:27:00,MVittorioso,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018
5745,5732,5719.0,2018-00001240,0,4,16,41.8156741592456,159 Bridgham St,-71.42768245026551,4,1,Juvenile Matter,2018-01-04 16:04:00,LPelaez,Not Used,No violations,2018
5746,5733,5720.0,2018-00001233,1,4,15,41.8238728,23 Covell St,-71.4470495,49,1,Vandalism,2018-01-04 15:49:00,MCamardo,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAGE,2018
5747,5734,5721.0,2018-00001233,1,4,15,41.8238728,23 Covell St,-71.4470495,49,1,"Assault, Simple",2018-01-04 15:49:00,MCamardo,11-5-3,SIMPLE ASSAULT/BATTERY,2018
5748,5735,5722.0,2018-00001233,1,4,15,41.8238728,23 Covell St,-71.4470495,49,1,Disorderly Conduct,2018-01-04 15:49:00,MCamardo,11-45-1,DISORDERLY CONDUCT,2018
5749,5736,5723.0,2018-00001230,0,4,15,41.8079597,570 Cranston St,-71.43455379999997,47,1,Medical Aid,2018-01-04 15:47:00,LPelaez,Not Used,No violations,2018
5750,5737,5724.0,2018-00001193,0,4,13,,Roger Williams Ave At Elmwood Ave,,39,1,Assistance Rendered,2018-01-04 13:39:23,EChin,Not Used,No violations,2018
5751,5738,5725.0,2018-00001178,1,4,12,41.806372770079605,295 Prairie Ave,-71.415276828715,33,1,"Assault, Simple",2018-01-04 12:33:20,KWigginton,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5752,5739,5726.0,2018-00001151,1,4,11,41.81664790625,7 Olneyville Sq,-71.44362415625,7,1,"Assault, Simple",2018-01-04 11:07:00,EFernandez,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5753,5740,5727.0,2018-00001147,1,4,10,41.8154354,270 Broad St,-71.4200948,58,1,Disorderly Conduct,2018-01-04 10:58:00,ECuri,11-45-1,DISORDERLY CONDUCT,2018
5754,5741,5728.0,2018-00001147,1,4,10,41.8154354,270 Broad St,-71.4200948,58,1,Weapons,2018-01-04 10:58:00,ECuri,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2018
5755,5742,5729.0,2018-00001139,0,4,10,41.8199945,325 Washington St,-71.4207328,28,1,Auto Towed,2018-01-04 10:28:00,FFurtado,Not Used,Parking or MV Violation,2018
5756,5743,5730.0,2018-00001130,1,4,9,41.8015661,505 Potters Ave,-71.4256178,54,1,Disorderly Conduct,2018-01-04 09:54:38,KWigginton,11-45-1,DISORDERLY CONDUCT,2018
5757,5744,5731.0,2018-00001129,1,4,9,41.8302835,200 Academy Ave,-71.44447,47,1,"Larceny, Shoplifting",2018-01-04 09:47:00,AChin,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018
5758,5745,5732.0,2018-00500019,1,4,9,41.87974000000001,201 Broadway ,-71.378653,27,1,Larceny from Motor Vehicle,2018-01-04 09:27:49,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018
5759,5746,5733.0,2018-00001110,1,4,8,41.8375046,50 Randall St,-71.4106012,38,1,"Assault, Simple",2018-01-04 08:38:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5760,5747,5734.0,2018-00001109,1,4,8,41.8208975833333,225 Broadway ,-71.4250666666667,27,1,Larceny from Motor Vehicle,2018-01-04 08:27:16,MChasse,11-41-1,LARCENY/U $1500 - FROM MV,2018
5761,5748,5735.0,2018-00001067,1,4,0,41.804916708333295,6 Avon St,-71.4392429166667,30,1,"Assault, Aggravated",2018-01-04 00:30:00,RFedo,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018
5762,5749,5736.0,2018-00001067,1,4,0,41.804916708333295,6 Avon St,-71.4392429166667,30,1,"Assault, Aggravated",2018-01-04 00:30:00,RFedo,11-29-1,MUTILITATION OR DISABLING,2018
5763,5750,5737.0,2018-00001059,0,4,0,41.835095,17 Frederick St,-71.4286834,9,1,Article Found,2018-01-04 00:09:00,RMalloy,Not Used,No violations,2018
5764,5751,5738.0,2018-00001055,1,3,23,41.8174757,161 Petteys Ave,-71.4611723,54,1,Vandalism,2018-01-03 23:54:00,MFadale,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
5765,5752,5739.0,2018-00001055,1,3,23,41.8174757,161 Petteys Ave,-71.4611723,54,1,"Assault, Simple",2018-01-03 23:54:00,MFadale,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5766,5753,5740.0,2018-00001034,0,3,22,,Bancroft St At Magnolia St,,42,1,Auto Towed,2018-01-03 22:42:00,CBrown,Not Used,Parking or MV Violation,2018
5767,5754,5741.0,2018-00001046,1,3,22,41.8236164,409 Atwells Ave,-71.4272333,24,1,Larceny from Motor Vehicle,2018-01-03 22:24:00,MGuerra,11-41-1,LARCENY/O $1500 - FROM MV,2018
5768,5755,5742.0,2018-00001029,1,3,22,41.8236164,409 Atwells Ave,-71.4272333,23,1,Larceny from Motor Vehicle,2018-01-03 22:23:00,MGuerra,11-41-1,LARCENY/O $1500 - FROM MV,2018
5769,5756,5743.0,2018-00001021,1,3,21,,Public St At Temple St,,49,1,Vandalism,2018-01-03 21:49:00,PHourahan,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
5770,5757,5744.0,2018-00001020,1,3,21,,Broadway  At Ringgold St,,41,1,Larceny from Motor Vehicle,2018-01-03 21:41:00,TSavard,11-41-1,LARCENY/U $1500 - FROM MV,2018
5771,5758,5745.0,2018-00500020,1,3,21,41.827677,1 Providence Pl,-71.4166245,31,1,"Larceny, Other",2018-01-03 21:31:42,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5772,5759,5746.0,2018-00001006,1,3,21,,Cedar St At Bradford St,,1,1,Larceny from Motor Vehicle,2018-01-03 21:01:00,JPirolli,11-41-1,LARCENY/U $1500 - FROM MV,2018
5773,5760,5747.0,2018-00000995,1,3,20,41.8198166,156 Vinton St,-71.42755509999998,15,1,Larceny from Motor Vehicle,2018-01-03 20:15:00,TLambert,11-41-1,LARCENY/U $1500 - FROM MV,2018
5774,5761,5748.0,2018-00000990,1,3,20,41.848404200000004,152 Cornwall St,-71.42440400000002,5,1,Disorderly Conduct,2018-01-03 20:05:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018
5775,5762,5749.0,2018-00000991,1,3,20,41.8245839049071,88 Cedar St ,-71.422661170352,4,1,Larceny from Motor Vehicle,2018-01-03 20:04:00,JPirolli,11-41-1,LARCENY/U $1500 - FROM MV,2018
5776,5763,5750.0,2018-00000960,1,3,18,,Westminster St At Bridgham St,,33,1,Traffic Violation,2018-01-03 18:33:00,JLopes,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
5777,5764,5751.0,2018-00000953,0,3,18,41.821250899999995,136 Knight St,-71.43037629999998,19,1,Missing Persons,2018-01-03 18:19:00,Central Station,Not Used,No violations,2018
5778,5765,5752.0,2018-00000948,1,3,17,41.8103717,2 Dudley St,-71.4079037,59,1,"Larceny, Other",2018-01-03 17:59:00,MVittorioso,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
5779,5766,5753.0,2018-00000943,1,3,17,41.8260124,50 Exchange Ter,-71.4126137,49,1,"Assault, Simple",2018-01-03 17:49:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5780,5767,5754.0,2018-00000940,1,3,17,41.8137766,425 Plainfield St,-71.4525725,39,1,Motor Vehicle Theft,2018-01-03 17:39:00,MCifuentes,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
5781,5768,5755.0,2018-00000945,1,3,17,41.827597600000004,139 Hendrick St,-71.44935749999998,28,1,Motor Vehicle Theft,2018-01-03 17:28:00,JSherman,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
5782,5769,5756.0,2018-00000931,0,3,17,41.842723,48 June St,-71.4242598571429,9,1,Missing Persons,2018-01-03 17:09:00,KMelfi,Not Used,No violations,2018
5783,5770,5757.0,2018-00000920,0,3,16,41.8536621,939 Douglas Ave,-71.43751429999998,49,1,Missing Persons,2018-01-03 16:49:00,Central Station,Not Used,No violations,2018
5784,5771,5758.0,2018-00000913,1,3,16,41.8162562743792,91 Fricker St,-71.42162469823201,42,1,RI Statute Violation,2018-01-03 16:42:00,BRamos,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018
5785,5772,5759.0,2018-00000913,1,3,16,41.8162562743792,91 Fricker St,-71.42162469823201,42,1,Disorderly Conduct,2018-01-03 16:42:00,BRamos,11-45-1,DISORDERLY CONDUCT,2018
5786,5773,5760.0,2018-00000913,1,3,16,41.8162562743792,91 Fricker St,-71.42162469823201,42,1,"Assault, Simple",2018-01-03 16:42:00,BRamos,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
5787,5774,5761.0,2018-00000928,1,3,16,41.7991917,189 Colfax St,-71.41475279999997,41,1,Larceny from Motor Vehicle,2018-01-03 16:41:00,ASchneider,11-41-1,LARCENY/U $1500 - FROM MV,2018
5788,5775,5762.0,2018-00000911,0,3,16,41.8324412009292,131 W  Park St,-71.4223985241755,34,1,Fraud,2018-01-03 16:34:00,Central Station,Not Used,No violations,2018
5789,5776,5763.0,2018-00000908,0,3,16,,Elmwood Ave At Peace St,,28,1,Juvenile Matter,2018-01-03 16:28:00,Central Station,Not Used,No violations,2018
5790,5777,5764.0,2018-00000898,0,3,16,41.791536540816296,1284 Broad St,-71.40653906122448,9,1,Lost Article,2018-01-03 16:09:00,Central Station,Not Used,No violations,2018
5791,5778,5765.0,2018-00000900,1,3,16,41.8244446,75 Charlesfield St,-71.3981993,6,1,Forgery,2018-01-03 16:06:00,SIm,11-49.1-3,IDENTITY FRAUD - COUNTERFEIT/FORG,2018
5792,5779,5766.0,2018-00000899,0,3,16,41.8052758095238,188 Princeton Ave,-71.424862984127,3,1,Juvenile Matter,2018-01-03 16:03:00,LPelaez,Not Used,No violations,2018
